"date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type",year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
"19681219,1968,68055,USA,NTS,ISC,37.2,-116.5,6.3,0,0,1150,1150,WR,BENHAM,SHAFT",1968,68055,USA,NTS,ISC,37.2,-116.5,6.3,0,0,1150,1150,WEAPONS TESTING,BENHAM,UNDERGROUND
"19681227,1968,68056,CHINA,LOP NOR,DOE,41.5,89,0,0,0,3000,3000,WR,NA,AIRDROP",1968,68056,CHINA,LOP NOR,DOE,41.5,89,0,0,0,3000,3000,WEAPONS TESTING,NA,AIRDROP
"19690115,1969,69001,USA,NTS,ISC,37.14,-116.07,0,0,0,10,10,WE,PACKARD,SHAFT",1969,69001,USA,NTS,ISC,37.14,-116.07,0,0,0,10,10,EFFECT TESTING,PACKARD,UNDERGROUND
"19690115,1969,69002,USA,NTS,ISC,37.19,-116.22,5.3,0,0,20,200,WR,WINESKIN,SHAFT",1969,69002,USA,NTS,ISC,37.19,-116.22,5.3,0,0,20,200,WEAPONS TESTING,WINESKIN,UNDERGROUND
"19690122,1969,69047,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SHAVE,SHAFT",1969,69047,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,SHAVE,UNDERGROUND
"19690130,1969,69003,USA,NTS,ISC,37.04,-115.99,4.9,0,0,20,200,WR,VISE,SHAFT",1969,69003,USA,NTS,ISC,37.04,-115.99,4.9,0,0,20,200,WEAPONS TESTING,VISE,UNDERGROUND
"19690130,1969,69048,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BIGGIN,SHAFT",1969,69048,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,BIGGIN,UNDERGROUND
"19690204,1969,69049,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,NIPPER,SHAFT",1969,69049,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,NIPPER,UNDERGROUND
"19690204,1969,69050,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,WINCH,SHAFT",1969,69050,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,WINCH,UNDERGROUND
"19690212,1969,69004,USA,NTS,ISC,37.15,-116.14,0,0,0,0,20,WE,CYPRESSE,TUNNEL",1969,69004,USA,NTS,ISC,37.15,-116.14,0,0,0,0,20,EFFECT TESTING,CYPRESSE,UNDERGROUND
"19690307,1969,69005,USSR,SEMI KAZAKH,ISC,49.84,78.15,5.6,0,0,20,150,WR,NA,TUNNEL",1969,69005,USSR,SEMI KAZAKH,ISC,49.84,78.15,5.6,0,0,20,150,WEAPONS TESTING,NA,UNDERGROUND
"19690318,1969,69051,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,VALISE,SHAFT",1969,69051,USA,NTS,DOE,37,-116,0,0,0,0,20,SAFETY TESTING,VALISE,UNDERGROUND
"19690318,1969,69052,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CHATTY,SHAFT",1969,69052,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,CHATTY,UNDERGROUND
"19690320,1969,69006,USA,NTS,ISC,36.96,-116.02,4.4,0,0,0,20,WR,BARSAC,SHAFT",1969,69006,USA,NTS,ISC,36.96,-116.02,4.4,0,0,0,20,WEAPONS TESTING,BARSAC,UNDERGROUND
"19690321,1969,69007,USA,NTS,ISC,37.11,-116.08,4.9,0,0,0,100,WR,COFFER,SHAFT",1969,69007,USA,NTS,ISC,37.11,-116.08,4.9,0,0,0,100,WEAPONS TESTING,COFFER,UNDERGROUND
"19690404,1969,69064,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,NA,TUNNEL",1969,69064,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19690413,1969,69065,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,PNE,NA,TUNNEL",1969,69065,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,CIVIL TESTING,NA,UNDERGROUND
"19690424,1969,69053,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,GOURD A/B,SHAFT",1969,69053,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,GOURD A/B,UNDERGROUND
"19690430,1969,69008,USA,NTS,ISC,37.05,-116.03,5.2,0,0,20,200,WR,BLENTON,SHAFT",1969,69008,USA,NTS,ISC,37.05,-116.03,5.2,0,0,20,200,WEAPONS TESTING,BLENTON,UNDERGROUND
"19690430,1969,69009,USA,NTS,ISC,37.05,-116.03,5.2,0,0,20,200,WR,THISTLE,SHAFT",1969,69009,USA,NTS,ISC,37.05,-116.03,5.2,0,0,20,200,WEAPONS TESTING,THISTLE,UNDERGROUND
"19690507,1969,69010,USA,NTS,ISC,37.25,-116.46,5.5,0,0,20,200,WR,PURSE,SHAFT",1969,69010,USA,NTS,ISC,37.25,-116.46,5.5,0,0,20,200,WEAPONS TESTING,PURSE,UNDERGROUND
"19690515,1969,69054,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ALIMENT,SHAFT",1969,69054,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,ALIMENT,UNDERGROUND
"19690516,1969,69011,USSR,SEMI KAZAKH,ISC,49.78,78.16,5.2,0,0,0.001,20,WR,NA,TUNNEL",1969,69011,USSR,SEMI KAZAKH,ISC,49.78,78.16,5.2,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19690527,1969,69012,USA,NTS,ISC,37.01,-116.03,5,0,0,20,200,WR,TORRIDO,SHAFT",1969,69012,USA,NTS,ISC,37.01,-116.03,5,0,0,20,200,WEAPONS TESTING,TORRIDO,UNDERGROUND
"19690527,1969,69055,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,IPECAC A-B,SHAFT",1969,69055,USA,NTS,DOE,37,-116,0,0,0,0,20,SAFETY TESTING,IPECAC A-B,UNDERGROUND
"19690531,1969,69013,USSR,SEMI KAZAKH,ISC,50.01,77.81,5.3,0,0,0.001,20,WR,NA,SHAFT",1969,69013,USSR,SEMI KAZAKH,ISC,50.01,77.81,5.3,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19690612,1969,69014,USA,NTS,ISC,36.95,-116.07,4.5,0,0,0,20,WR,TAPPER,SHAFT",1969,69014,USA,NTS,ISC,36.95,-116.07,4.5,0,0,0,20,WEAPONS TESTING,TAPPER,UNDERGROUND
"19690626,1969,69056,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BOWL 1-2,SHAFT",1969,69056,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,BOWL 1-2,UNDERGROUND
"19690704,1969,69015,USSR,SEMI KAZAKH,ISC,49.76,78.2,5.2,0,0,0.001,20,PNE/WR,NA,TUNNEL",1969,69015,USSR,SEMI KAZAKH,ISC,49.76,78.2,5.2,0,0,0.001,20,CIVIL TESTING,NA,UNDERGROUND
"19690716,1969,69016,USA,NTS,ISC,37.07,-116.08,0,0,0,20,200,WR,ILDRIM,SHAFT",1969,69016,USA,NTS,ISC,37.07,-116.08,0,0,0,20,200,WEAPONS TESTING,ILDRIM,UNDERGROUND
"19690716,1969,69017,USA,NTS,ISC,37.13,-116.07,5.5,0,0,20,200,WR,HUTCH,SHAFT",1969,69017,USA,NTS,ISC,37.13,-116.07,5.5,0,0,20,200,WEAPONS TESTING,HUTCH,UNDERGROUND
"19690723,1969,69018,USSR,SEMI KAZAKH,ISC,49.88,78.23,5.4,0,0,16,16,WR,NA,TUNNEL",1969,69018,USSR,SEMI KAZAKH,ISC,49.88,78.23,5.4,0,0,16,16,WEAPONS TESTING,NA,UNDERGROUND
"19690814,1969,69019,USA,NTS,ISC,37.2,-116.1,0,0,0,0,20,WR,SPIDER A-B,TUNNEL",1969,69019,USA,NTS,ISC,37.2,-116.1,0,0,0,0,20,WEAPONS TESTING,SPIDER A-B,UNDERGROUND
"19690827,1969,69020,USA,NTS,ISC,36.91,-116.01,0,0,0,0,20,WR,PLIERS,SHAFT",1969,69020,USA,NTS,ISC,36.91,-116.01,0,0,0,0,20,WEAPONS TESTING,PLIERS,UNDERGROUND
"19690827,1969,69057,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HOREHOUND,SHAFT",1969,69057,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,HOREHOUND,UNDERGROUND
"19690902,1969,69021,USSR,PERM RUSS,ISC,57.35,54.77,4.8,0,0,7.6,7.6,PNE,GRIFON,SHAFT",1969,69021,USSR,PERM RUSS,ISC,57.35,54.77,4.8,0,0,7.6,7.6,CIVIL TESTING,GRIFON,UNDERGROUND
"19690908,1969,69022,USSR,PERM RUSS,ISC,51.31,55.03,4.8,0,0,7.6,7.6,PNE,GRIFON,SHAFT",1969,69022,USSR,PERM RUSS,ISC,51.31,55.03,4.8,0,0,7.6,7.6,CIVIL TESTING,GRIFON,UNDERGROUND
"19690910,1969,69023,USA,GRAND V CO,ISC,39.5,-107.88,5,0,0,40,40,PNE:PLO,RULISON,SHAFT",1969,69023,USA,GRAND V CO,ISC,39.5,-107.88,5,0,0,40,40,CIVIL TESTING,RULISON,UNDERGROUND
"19690911,1969,69024,USSR,SEMI KAZAKH,ISC,49.77,78.03,5,0,0,0.001,20,PNE,NA,TUNNEL",1969,69024,USSR,SEMI KAZAKH,ISC,49.77,78.03,5,0,0,0.001,20,CIVIL TESTING,NA,UNDERGROUND
"19690912,1969,69025,USA,NTS,ISC,36.84,-115.93,0,0,0,0,20,WE,MINUTE STEAK,SHAFT",1969,69025,USA,NTS,ISC,36.84,-115.93,0,0,0,0,20,EFFECT TESTING,MINUTE STEAK,UNDERGROUND
"19690916,1969,69026,USA,NTS,ISC,37.33,-116.43,6.1,0,0,0,1000,WR,JORUM,SHAFT",1969,69026,USA,NTS,ISC,37.33,-116.43,6.1,0,0,0,1000,WEAPONS TESTING,JORUM,UNDERGROUND
"19690920,1969,69058,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,KYACK A-B,SHAFT",1969,69058,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,KYACK A-B,UNDERGROUND
"19690922,1969,69027,CHINA,LOP NOR,ISC,41.35,88.33,5.2,0,0,25,25,WR,NA,UG",1969,69027,CHINA,LOP NOR,ISC,41.35,88.33,5.2,0,0,25,25,WEAPONS TESTING,NA,UNDERGROUND
"19690926,1969,69028,USSR,STAVRO RUSS,ISC,45.88,42.49,5.6,0,0,10,10,PNE,NA,SHAFT",1969,69028,USSR,STAVRO RUSS,ISC,45.88,42.49,5.6,0,0,10,10,CIVIL TESTING,NA,UNDERGROUND
"19690929,1969,69029,CHINA,LOP NOR,ISC,40.72,89.3,4.7,0,0,3000,3000,WR,NA,AIRDROP",1969,69029,CHINA,LOP NOR,ISC,40.72,89.3,4.7,0,0,3000,3000,WEAPONS TESTING,NA,AIRDROP
"19691001,1969,69030,USSR,SEMI KAZAKH,ISC,49.81,78.18,5.2,0,0,0.001,20,WR,NA,TUNNEL",1969,69030,USSR,SEMI KAZAKH,ISC,49.81,78.18,5.2,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19691001,1969,69059,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,SEAWEED C-E,SHAFT",1969,69059,USA,NTS,DOE,37,-116,0,0,0,0,20,SAFETY TESTING,SEAWEED C-E,UNDERGROUND
"19691002,1969,69031,USA,AMCHITKA AK,ISC,51.59,179.19,6.4,0,0,1000,1000,WR,MILROW,SHAFT",1969,69031,USA,AMCHITKA AK,ISC,51.59,179.19,6.4,0,0,1000,1000,WEAPONS TESTING,MILROW,UNDERGROUND
"19691008,1969,69032,USA,NTS,ISC,37.23,-116.43,5.6,0,0,200,1000,WR,PIPKIN,SHAFT",1969,69032,USA,NTS,ISC,37.23,-116.43,5.6,0,0,200,1000,WEAPONS TESTING,PIPKIN,UNDERGROUND
"19691014,1969,69033,USSR,NZ RUSS,ISC,73.39,54.5,6.3,0,0,20,1500,WR,NA,TUNNEL",1969,69033,USSR,NZ RUSS,ISC,73.39,54.5,6.3,0,0,20,1500,WEAPONS TESTING,NA,UNDERGROUND
"19691016,1969,69060,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,SEAWEED B,SHAFT",1969,69060,USA,NTS,DOE,37,-116,0,0,0,0,20,SAFETY TESTING,SEAWEED B,UNDERGROUND
"19691029,1969,69034,USA,NTS,ISC,37.07,-116.04,0,0,0,11,11,WR,CRUET,SHAFT",1969,69034,USA,NTS,ISC,37.07,-116.04,0,0,0,11,11,WEAPONS TESTING,CRUET,UNDERGROUND
"19691029,1969,69035,USA,NTS,ISC,37.04,-116.16,0,0,0,16.7,16.7,WR,POD A-D,SHAFT",1969,69035,USA,NTS,ISC,37.04,-116.16,0,0,0,16.7,16.7,WEAPONS TESTING,POD A-D,UNDERGROUND
"19691029,1969,69036,USA,NTS,ISC,37.22,-116.09,0,0,0,110,110,WR,CALABASH,SHAFT",1969,69036,USA,NTS,ISC,37.22,-116.09,0,0,0,110,110,WEAPONS TESTING,CALABASH,UNDERGROUND
"19691030,1969,69066,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,SAM,NA,TUNNEL",1969,69066,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,SAFETY TESTING,NA,UNDERGROUND
"19691113,1969,69037,USA,NTS,DOE,37,-116,0,0,0,1.7,1.7,WR,SCUTTLE,SHAFT",1969,69037,USA,NTS,DOE,37,-116,0,0,0,1.7,1.7,WEAPONS TESTING,SCUTTLE,UNDERGROUND
"19691121,1969,69038,USA,NTS,ISC,36.98,-116.02,5,0,0,20,200,WR,PICCALILLI,SHAFT",1969,69038,USA,NTS,ISC,36.98,-116.02,5,0,0,20,200,WEAPONS TESTING,PICCALILLI,UNDERGROUND
"19691121,1969,69061,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PLANER,SHAFT",1969,69061,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,PLANER,UNDERGROUND
"19691127,1969,69067,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,PNE,NA,TUNNEL",1969,69067,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,CIVIL TESTING,NA,UNDERGROUND
"19691130,1969,69039,USSR,SEMI KAZAKH,ISC,49.94,78.98,6,0,0,125,125,WR,NA,SHAFT",1969,69039,USSR,SEMI KAZAKH,ISC,49.94,78.98,6,0,0,125,125,WEAPONS TESTING,NA,UNDERGROUND
"19691205,1969,69040,USA,NTS,ISC,37.13,-116.24,4.9,0,0,0,20,WE,DIESELTRAIN,TUNNEL",1969,69040,USA,NTS,ISC,37.13,-116.24,4.9,0,0,0,20,EFFECT TESTING,DIESELTRAIN,UNDERGROUND
"19691206,1969,69041,USSR,MANGY KAZAKH,ISC,43.79,54.75,5.8,0,0,30,30,PNE,NA,SHAFT",1969,69041,USSR,MANGY KAZAKH,ISC,43.79,54.75,5.8,0,0,30,30,CIVIL TESTING,NA,UNDERGROUND
"19691210,1969,69062,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CULANIRO A-B,SHAFT",1969,69062,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,CULANIRO A-B,UNDERGROUND
"19691210,1969,69063,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TUN A-D,SHAFT",1969,69063,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,TUN A-D,UNDERGROUND
"19691217,1969,69042,USA,NTS,ISC,37.06,-116,5.4,0,0,20,200,WR,GRAPE A,SHAFT",1969,69042,USA,NTS,ISC,37.06,-116,5.4,0,0,20,200,WEAPONS TESTING,GRAPE A,UNDERGROUND
"19691217,1969,69043,USA,NTS,ISC,36.9,-116.07,4.7,0,0,0,20,WR,LOVAGE,SHAFT",1969,69043,USA,NTS,ISC,36.9,-116.07,4.7,0,0,0,20,WEAPONS TESTING,LOVAGE,UNDERGROUND
"19691218,1969,69044,USA,NTS,ISC,37.09,-116.07,0,0,0,0,200,WR,TERRINE W/Y,SHAFT",1969,69044,USA,NTS,ISC,37.09,-116.07,0,0,0,0,200,WEAPONS TESTING,TERRINE W/Y,UNDERGROUND
"19691228,1969,69045,USSR,SEMI KAZAKH,ISC,49.98,77.79,5.7,0,0,40,40,WR,NA,SHAFT",1969,69045,USSR,SEMI KAZAKH,ISC,49.98,77.79,5.7,0,0,40,40,WEAPONS TESTING,NA,UNDERGROUND
"19691229,1969,69046,USSR,SEMI KAZAKH,ISC,49.7,78.2,5.1,0,0,0.001,20,PNE,NA,TUNNEL",1969,69046,USSR,SEMI KAZAKH,ISC,49.7,78.2,5.1,0,0,0.001,20,CIVIL TESTING,NA,UNDERGROUND
"19700123,1970,70001,USA,NTS,ISC,37.11,-115.96,0,0,0,0,20,WR,FOB G/R/B,SHAFT",1970,70001,USA,NTS,ISC,37.11,-115.96,0,0,0,0,20,WEAPONS TESTING,FOB G/R/B,UNDERGROUND
"19700129,1970,70002,USSR,SEMI KAZAKH,ISC,49.84,78.27,5.5,0,0,0.001,20,WE,NA,TUNNEL",1970,70002,USSR,SEMI KAZAKH,ISC,49.84,78.27,5.5,0,0,0.001,20,EFFECT TESTING,NA,UNDERGROUND
"19700130,1970,70003,USA,NTS,ISC,36.98,-116.07,0,0,0,0,20,WR,AJO,SHAFT",1970,70003,USA,NTS,ISC,36.98,-116.07,0,0,0,0,20,WEAPONS TESTING,AJO,UNDERGROUND
"19700204,1970,70004,USA,NTS,ISC,37.09,-116.01,5.6,0,0,20,200,WR,GRAPE B,SHAFT",1970,70004,USA,NTS,ISC,37.09,-116.01,5.6,0,0,20,200,WEAPONS TESTING,GRAPE B,UNDERGROUND
"19700204,1970,70053,USA,NTS,DOE,37,-116,0,0,0,20,200,WR,BELEN,SHAFT",1970,70053,USA,NTS,DOE,37,-116,0,0,0,20,200,WEAPONS TESTING,BELEN,UNDERGROUND
"19700205,1970,70005,USA,NTS,ISC,37.09,-116.05,0,0,0,25,25,WR,LABIS,SHAFT",1970,70005,USA,NTS,ISC,37.09,-116.05,0,0,0,25,25,WEAPONS TESTING,LABIS,UNDERGROUND
"19700211,1970,70006,USA,NTS,ISC,37.13,-116.21,0,0,0,0,20,WE,DIANAMIST,TUNNEL",1970,70006,USA,NTS,ISC,37.13,-116.21,0,0,0,0,20,EFFECT TESTING,DIANAMIST,UNDERGROUND
"19700218,1970,70061,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,NA,TUNNEL",1970,70061,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAFETY TESTING,NA,UNDERGROUND
"19700225,1970,70008,USA,NTS,ISC,37.07,-115.98,0,0,0,20,200,WR,CUMMARIN,SHAFT",1970,70008,USA,NTS,ISC,37.07,-115.98,0,0,0,20,200,WEAPONS TESTING,CUMMARIN,UNDERGROUND
"19700226,1970,70009,USA,NTS,ISC,37.11,-116.08,5.3,0,0,20,200,WR,YANNIGAN R/B/W,SHAFT",1970,70009,USA,NTS,ISC,37.11,-116.08,5.3,0,0,20,200,WEAPONS TESTING,YANNIGAN R/B/W,UNDERGROUND
"19700306,1970,70010,USA,NTS,ISC,37.14,-116.08,4.3,0,0,8.7,8.7,WR,CYATHUS,SHAFT",1970,70010,USA,NTS,ISC,37.14,-116.08,4.3,0,0,8.7,8.7,WEAPONS TESTING,CYATHUS,UNDERGROUND
"19700306,1970,70011,USA,NTS,ISC,37.08,-116.05,0,0,0,0,20,WR/SE,ARABIS R/G/B,SHAFT",1970,70011,USA,NTS,ISC,37.08,-116.05,0,0,0,0,20,WEAPONS TESTING,ARABIS R/G/B,UNDERGROUND
"19700319,1970,70012,USA,NTS,ISC,36.93,-116.02,0,0,0,0,20,WR,JAL,SHAFT",1970,70012,USA,NTS,ISC,36.93,-116.02,0,0,0,0,20,WEAPONS TESTING,JAL,UNDERGROUND
"19700323,1970,70013,USA,NTS,ISC,37.08,-116.03,0,0,0,20,200,WR,SHAPER,SHAFT",1970,70013,USA,NTS,ISC,37.08,-116.03,0,0,0,20,200,WEAPONS TESTING,SHAPER,UNDERGROUND
"19700326,1970,70014,USA,NTS,ISC,37.3,-116.49,6.4,0,0,1000,10000,WR,HANDLEY,SHAFT",1970,70014,USA,NTS,ISC,37.3,-116.49,6.4,0,0,1000,10000,WEAPONS TESTING,HANDLEY,UNDERGROUND
"19700327,1970,70015,USSR,SEMI KAZAKH,ISC,49.77,78.11,5,0,0,0.001,20,PNE,NA,TUNNEL",1970,70015,USSR,SEMI KAZAKH,ISC,49.77,78.11,5,0,0,0.001,20,CIVIL TESTING,NA,UNDERGROUND
"19700421,1970,70016,USA,NTS,ISC,37.03,-116.04,4.4,0,0,12.7,12.7,WE,SNUBBER,SHAFT",1970,70016,USA,NTS,ISC,37.03,-116.04,4.4,0,0,12.7,12.7,EFFECT TESTING,SNUBBER,UNDERGROUND
"19700421,1970,70017,USA,NTS,ISC,37.08,-116.1,4.6,0,0,20,200,WR,CAN GREEN/RED,SHAFT",1970,70017,USA,NTS,ISC,37.08,-116.1,4.6,0,0,20,200,WEAPONS TESTING,CAN GREEN/RED,UNDERGROUND
"19700501,1970,70018,USA,NTS,ISC,37,-116.03,0,0,0,0,20,WR,BEEBALM,SHAFT",1970,70018,USA,NTS,ISC,37,-116.03,0,0,0,0,20,WEAPONS TESTING,BEEBALM,UNDERGROUND
"19700501,1970,70019,USA,NTS,ISC,37.05,-116.02,4.3,0,0,0,20,WR,HOD GREEN/RED,SHAFT",1970,70019,USA,NTS,ISC,37.05,-116.02,4.3,0,0,0,20,WEAPONS TESTING,HOD GREEN/RED,UNDERGROUND
"19700501,1970,70062,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,HOD C BLUE,SHAFT",1970,70062,USA,NTS,DOE,37,-116,0,0,0,0,20,SAFETY TESTING,HOD C BLUE,UNDERGROUND
"19700505,1970,70020,USA,NTS,ISC,37.17,-116.19,5,0,0,0,20,WE,MINTLEAF,TUNNEL",1970,70020,USA,NTS,ISC,37.17,-116.19,5,0,0,0,20,EFFECT TESTING,MINTLEAF,UNDERGROUND
"19700512,1970,70021,USA,NTS,ISC,37,-116.2,0,0,0,0,20,PNE:V,DIAMOND DUST,TUNNEL",1970,70021,USA,NTS,ISC,37,-116.2,0,0,0,0,20,CIVIL TESTING,DIAMOND DUST,UNDERGROUND
"19700515,1970,70022,USA,NTS,ISC,37.16,-116.03,0,0,0,20,200,WR,CORNICE Y/G,SHAFT",1970,70022,USA,NTS,ISC,37.16,-116.03,0,0,0,20,200,WEAPONS TESTING,CORNICE Y/G,UNDERGROUND
"19700515,1970,70023,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,ANDROMEDE,BALLOON",1970,70023,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS TESTING,ANDROMEDE,ATMOSPHERE
"19700521,1970,70024,USA,NTS,ISC,37.04,-116.03,0,0,0,0,20,WR,MANZANAS,SHAFT",1970,70024,USA,NTS,ISC,37.04,-116.03,0,0,0,0,20,WEAPONS TESTING,MANZANAS,UNDERGROUND
"19700521,1970,70025,USA,NTS,ISC,36.99,-116.05,5.1,0,0,20,200,WR,MORRONES,SHAFT",1970,70025,USA,NTS,ISC,36.99,-116.05,5.1,0,0,20,200,WEAPONS TESTING,MORRONES,UNDERGROUND
"19700522,1970,70026,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,1000,WR,CASSIOPEE,BALLOON",1970,70026,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,1000,WEAPONS TESTING,CASSIOPEE,ATMOSPHERE
"19700526,1970,70027,USA,NTS,UGS,37.2,-116.2,5,0,0,0,20,WE,HUDSON MOON,TUNNEL",1970,70027,USA,NTS,UGS,37.2,-116.2,5,0,0,0,20,EFFECT TESTING,HUDSON MOON,UNDERGROUND
"19700526,1970,70028,USA,NTS,ISC,37.11,-116.03,5.5,0,0,0,105,PNE:PLO,FLASK G/Y/R,SHAFT",1970,70028,USA,NTS,ISC,37.11,-116.03,5.5,0,0,0,105,CIVIL TESTING,FLASK G/Y/R,UNDERGROUND
"19700527,1970,70063,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,NA,TUNNEL",1970,70063,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19700528,1970,70054,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PITON A/B,SHAFT",1970,70054,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,PITON A/B,UNDERGROUND
"19700528,1970,70055,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PITON C,SHAFT",1970,70055,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS TESTING,PITON C,UNDERGROUND
"19700530,1970,70029,FRANCE,FANGATAUFA,UGS,-22.2,-138.8,4.7,0,0,0,1000,WR,DRAGON,BALLOON",1970,70029,FRANCE,FANGATAUFA,UGS,-22.2,-138.8,4.7,0,0,0,1000,WEAPONS TESTING,DRAGON,ATMOSPHERE
"19700624,1970,70030,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,ERIDAN,BALLOON",1970,70030,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS TESTING,ERIDAN,ATMOSPHERE
"19700625,1970,70031,USSR,ORENBG RUSS,ISC,52.2,55.7,4.9,0,0,2.3,2.3,PNE,MAGISTRAL,SHAFT",1970,70031,USSR,ORENBG RUSS,ISC,52.2,55.7,4.9,0,0,2.3,2.3,CIVIL TESTING,MAGISTRAL,UNDERGROUND
"19700626,1970,70032,USA,NTS,ISC,37.08,-116.08,0,0,0,0,20,WR,ARNICA Y/V,SHAFT",1970,70032,USA,NTS,ISC,37.08,-116.08,0,0,0,0,20,WEAPONS TESTING,ARNICA Y/V,UNDERGROUND
"19700628,1970,70033,USSR,SEMI KAZAKH,ISC,49.83,78.22,5.7,0,0,20,150,WR,NA,TUNNEL",1970,70033,USSR,SEMI KAZAKH,ISC,49.83,78.22,5.7,0,0,20,150,WEAPONS TESTING,NA,UNDERGROUND
"19700628,1970,70064,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,PNE/WR,NA,TUNNEL",1970,70064,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,CIVIL TESTING,NA,UNDERGROUND
"19700703,1970,70034,FRANCE,MURUROA,ISC,-21.8,-139.2,4.8,0,0,0,1000,WR,LICORNE,BALLOON",1970,70034,FRANCE,MURUROA,ISC,-21.8,-139.2,4.8,0,0,0,1000,WEAPONS TESTING,LICORNE,ATMOSPHERE
"19700721,1970,70035,USSR,SEMI KAZAKH,ISC,49.95,77.77,5.4,0,0,0.001,20,WR,NA,SHAFT",1970,70035,USSR,SEMI KAZAKH,ISC,49.95,77.77,5.4,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19700724,1970,70036,USSR,SEMI KAZAKH,ISC,49.82,78.18,5.3,0,0,0.001,20,WR,NA,TUNNEL",1970,70036,USSR,SEMI KAZAKH,ISC,49.82,78.18,5.3,0,0,0.001,20,WEAPONS TESTING,NA,UNDERGROUND
"19700727,1970,70037,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,PEGASE,BALLOON",1970,70037,FRANCE,MURUROA,DOE,-22,-139,0,0,0,0,20,WEAPONS TESTING,PEGASE,ATMOSPHERE
